	16depth	25depth
K03661	4.0	3.0
K21545	8.0	0.0
K09554	6.0	0.0
K06648	8.0	0.0
K12471	19.0	4.0
K14791	7.0	0.0
K04353	2.0	0.0
K18757	4.0	0.0
K03037	6.0	1.0
K01763	21.0	5.0
K07969	3.0	2.0
K21468	10.0	3.0
K17755	5.0	5.0
K15516	2.0	1.0
K20306	6.0	1.0
K03135	2.0	1.0
K12617	10.0	0.0
K01946	3.0	0.0
K19800	18.0	0.0
K20183	21.0	0.0
K11081	11.0	3.0
K20223	20.0	3.0
K06386	4.0	2.0
K15814	5.0	0.0
K17440	6.0	0.0
K06005	1.0	0.0
K14299	3.0	1.0
K15632	5.0	0.0
K05291	2.0	2.0
K08141	8.0	7.0
K06627	2.0	0.0
K01526	2.0	0.0
K13859	6.0	3.0
K18993	1.0	0.0
K13981	2.0	3.0
K09190	1.0	0.0
K18798	9.0	1.0
K12559	3.0	2.0
K02219	6.0	0.0
K09481	5.0	0.0
K19584	7.0	5.0
K21911	2.0	0.0
K12830	12.0	1.0
K21908	3.0	0.0
K13986	2.0	0.0
K09566	6.0	3.0
K11885	7.0	2.0
K18576	2.0	0.0
K09844	3.0	0.0
K08835	9.0	4.0
K11382	4.0	0.0
K15737	3.0	52.0
K11328	6.0	1.0
K15014	6.0	2.0
K13539	10.0	1.0
K02155	19.0	1.0
K22048	10.0	1.0
K18171	2.0	0.0
K13690	4.0	0.0
K15746	10.0	4.0
K17774	2.0	0.0
K14749	14.0	14.0
K10481	18.0	2.0
K03252	10.0	5.0
K08196	9.0	3.0
K18856	1.0	0.0
K18185	4.0	0.0
K02141	6.0	0.0
K07930	7.0	0.0
K17902	5.0	1.0
K13221	10.0	5.0
K14552	5.0	2.0
K03108	8.0	0.0
K19130	7.0	3.0
K11518	5.0	0.0
K07195	3.0	0.0
K19770	6.0	0.0
K11386	2.0	0.0
K11290	2.0	0.0
K13997	3.0	4.0
K05357	5.0	5.0
K14843	3.0	0.0
K18995	14.0	0.0
K16463	22.0	0.0
K08096	4.0	26.0
K12396	4.0	1.0
K10556	21.0	12.0
K19881	4.0	0.0
K03063	24.0	3.0
K08375	2.0	0.0
K08350	2.0	1.0
K18899	4.0	0.0
K11369	2.0	0.0
K17780	6.0	0.0
K06586	15.0	4.0
K15028	4.0	0.0
K15356	6.0	0.0
K04911	4.0	2.0
K03024	2.0	0.0
K12394	7.0	0.0
K15026	10.0	3.0
K10389	8.0	1.0
K12882	2.0	2.0
K15313	15.0	6.0
K11834	2.0	0.0
K13762	16.0	6.0
K15869	2.0	0.0
K11676	2.0	0.0
K17435	7.0	0.0
K02870	13.0	1.0
K09202	4.0	0.0
K10624	2.0	0.0
K17255	15.0	1.0
K14809	2.0	2.0
K11341	7.0	0.0
K18943	2.0	2.0
K14066	3.0	0.0
K08000	11.0	5.0
K17605	2.0	3.0
K19731	14.0	8.0
K17999	9.0	0.0
K13352	2.0	0.0
K10618	5.5	5.5
K17891	2.0	0.0
K02737	13.0	0.0
K08197	8.0	0.0
K14290	16.0	2.0
K15116	2.0	0.0
K16576	2.0	1.0
K08486	8.0	0.0
K15607	2.0	1.0
K14815	2.0	0.0
K07203	11.0	5.0
K07328	2.0	0.0
K20184	10.0	1.0
K03288	2.0	0.0
K17560	6.0	4.0
K02403	7.0	14.0
K09901	3.0	1.0
K12318	15.0	4.0
K19129	8.0	4.0
K10579	9.0	0.0
K03904	5.0	0.0
K09134	4.0	3.0
K12388	2.0	0.0
K03854	2.0	0.0
K10685	6.0	1.0
K08231	5.0	0.0
K07385	1.0	0.0
K14856	4.0	3.0
K12021	3.0	0.0
K14758	18.0	0.0
K07186	6.0	19.0
K21421	14.0	2.0
K05703	2.0	0.0
K03351	10.0	4.0
K09944	26.0	7.0
K08853	4.0	0.0
K11238	10.0	0.0
K17546	3.0	0.0
K04086	9.0	3.0
K17806	8.0	0.0
K18898	2.0	0.0
K21990	5.0	0.0
K19327	10.0	0.0
K13934	5.0	0.0
K14309	9.0	0.0
K02138	8.0	0.0
K14550	7.0	2.0
K18173	2.0	0.0
K21871	7.0	1.0
K20362	2.0	0.0
K18803	4.0	1.0
K06610	9.0	6.0
K13596	3.0	1.0
K08330	5.0	0.0
K09576	2.0	4.0
K15341	4.0	0.0
K10524	2.0	0.0
K06640	7.0	4.0
K08673	8.0	3.0
K13063	3.0	0.0
K15831	6.0	0.0
K16073	8.0	0.0
K10851	6.0	19.0
K02135	4.0	1.0
K15743	5.0	2.0
K12735	4.0	2.0
K08893	2.0	0.0
K08773	2.0	0.0
K16342	4.0	7.0
K18738	5.0	0.0
K12945	9.0	4.0
K07780	4.0	1.0
K02307	2.0	0.0
K14788	8.0	1.0
K15071	6.0	0.0
K10409	5.0	2.0
K12530	5.0	3.0
K18041	2.0	1.0
K20826	2.0	1.0
K10520	17.0	6.0
K03145	7.0	5.0
K15109	11.0	4.0
K10597	14.0	2.0
K21884	2.0	5.0
K08517	5.0	0.0
K11446	6.0	3.0
K20522	4.0	0.0
K06146	1.0	0.0
K04944	2.0	0.0
K00414	19.0	20.0
K12321	6.0	0.0
K20858	2.0	1.0
K18789	2.0	0.0
K08513	6.0	2.0
K18612	2.0	8.0
K14675	4.0	5.0
K08317	3.0	0.0
K16185	9.0	0.0
K01094	2.0	0.0
K15657	2.0	2.0
K20465	11.0	0.0
K21480	5.0	3.0
K17541	4.0	1.0
K15463	2.0	3.0
K15427	2.0	0.0
K14776	11.0	0.0
K09083	1.0	0.0
K14959	1.0	0.0
K00780	5.0	0.0
K04716	6.0	0.0
K17086	9.0	4.0
K19940	2.0	0.0
K11252	24.0	15.0
K16139	5.0	5.0
K17656	13.0	3.0
K07973	2.0	0.0
K19517	5.0	8.0
K01350	3.0	0.0
K18467	16.0	4.0
K09498	10.0	3.0
K06597	12.0	12.0
K03036	8.0	2.0
K02790	1.0	6.0
K02791	1.0	6.0
K04555	4.0	0.0
K16779	2.0	0.0
K17788	6.0	0.0
K08861	1.0	0.0
K10358	3.0	1.0
K10759	6.0	6.0
K12041	4.0	1.0
K19245	8.0	9.0
K08873	5.0	3.0
K12737	3.0	0.0
K14002	9.0	5.0
K02180	14.0	1.0
K20453	3.0	0.0
K21791	3.0	1.0
K16025	3.0	10.0
K17313	3.0	0.0
K00976	3.0	2.0
K18986	5.0	0.0
K13177	1.0	8.0
K14396	7.0	12.0
K20784	1.0	0.0
K20293	3.0	2.0
K09907	2.0	5.0
K20288	2.0	0.0
K05877	6.0	13.0
K04328	1.0	1.0
K01398	3.0	1.0
K12865	1.0	0.0
K20249	5.0	0.0
K18021	4.0	2.0
K17794	2.0	0.0
K11832	1.0	0.0
K15003	7.0	2.0
K11501	2.0	0.0
K21561	4.0	0.0
K01824	6.0	1.0
K06316	3.0	4.0
K20416	3.0	4.0
K20207	2.0	3.0
K04766	11.0	17.0
K03125	7.0	6.0
K01390	4.0	0.0
K13048	9.0	2.0
K03276	7.0	0.0
K16586	3.0	0.0
K06002	2.0	0.0
K12873	3.0	0.0
K02024	16.0	18.0
K14756	1.0	0.0
K01232	15.0	7.0
K04679	3.0	1.0
K07449	2.0	0.0
K12366	4.0	0.0
K11583	3.0	0.0
K05977	2.0	0.0
K05719	6.0	3.0
K22484	2.0	1.0
K22073	6.0	4.0
K21840	3.0	0.0
K11338	9.0	2.0
K15384	9.0	0.0
K01328	1.0	0.0
K06198	5.0	7.0
K16301	4.0	3.0
K01367	4.0	0.0
K10015	3.0	0.0
K14107	6.0	2.0
K20422	8.0	2.0
K21603	2.0	0.0
K11578	2.0	1.0
K11078	2.0	1.0
K13304	1.0	0.0
K16427	7.0	16.0
K08222	9.0	6.0
K19177	2.0	0.0
K02634	6.0	6.0
K01323	2.0	1.0
K03225	1.0	0.0
K13927	2.0	2.0
K05951	8.0	83.0
K00746	1.0	3.0
K13928	2.0	0.0
K04416	2.0	0.0
K10622	4.0	21.0
K12062	4.0	7.0
K09834	4.0	4.0
K18626	10.0	3.0
K12493	4.0	0.0
K17922	2.0	0.0
K05523	8.0	8.0
K08490	2.0	0.0
K11099	4.0	0.0
K10598	10.0	6.0
K06660	1.0	1.0
K05818	25.0	28.0
K12623	2.0	0.0
K12188	4.0	0.0
K00916	12.0	1.0
K22151	2.0	0.0
K03140	3.0	1.0
K15440	4.0	0.0
K00050	16.0	20.0
K11479	6.0	2.0
K14402	5.0	2.0
K14062	4.0	10.0
K10017	14.0	12.0
K11621	7.0	0.0
K20048	6.0	0.0
K08495	2.0	0.0
K08728	6.0	9.0
K04819	1.0	0.0
K07472	2.0	0.0
K07521	7.0	0.0
K08699	1.0	0.0
K20638	2.0	0.0
K04925	3.0	0.0
K12316	15.0	8.0
K22248	13.0	5.0
K03963	8.0	0.0
K17417	4.0	0.0
K02150	9.0	0.0
K13657	7.0	12.0
K05293	3.0	0.0
K20603	3.0	0.0
K14319	7.0	0.0
K21010	7.0	0.0
K02139	4.0	0.0
K21723	3.0	4.0
K16572	2.0	0.0
K20509	6.0	0.0
K16833	9.0	0.0
K14400	5.0	0.0
K14001	2.0	0.0
K08496	2.0	0.0
K11672	5.0	0.0
K10419	8.0	0.0
K15901	2.0	0.0
K02146	4.0	2.0
K03228	3.0	1.0
K17868	3.0	0.0
K19717	2.0	0.0
K04946	6.0	1.0
K19078	2.0	0.0
K11311	5.0	2.0
K15263	2.0	0.0
K01199	14.0	0.0
K08159	6.0	8.0
K18732	4.0	0.0
K02152	5.0	0.0
K09246	2.0	0.0
K16186	6.0	2.0
K19998	12.0	1.0
K03137	2.0	0.0
K22004	3.0	0.0
K10774	8.0	0.0
K03714	4.0	3.0
K12877	6.0	1.0
K01047	2.0	4.0
K09537	1.0	0.0
K18715	3.0	0.0
K20996	9.0	0.0
K18723	2.0	0.0
K08789	15.0	4.0
K17071	9.0	4.0
K16578	3.0	0.0
K20291	2.0	0.0
K12164	5.0	9.0
K11050	4.0	0.0
K15501	6.0	5.0
K03507	2.0	0.0
K11430	6.0	2.0
K11847	6.0	3.0
K17854	4.0	0.0
K19969	11.0	7.0
K05755	7.0	0.0
K05749	5.0	2.0
K11296	3.0	1.0
K18163	5.0	5.0
K05856	1.0	0.0
K13867	5.0	1.0
K20407	4.0	0.0
K10693	26.0	3.0
K13026	2.0	1.0
K16038	13.0	3.0
K09893	2.0	14.0
K18063	21.0	54.0
K14217	5.0	2.0
K20033	1.0	0.0
K05795	12.0	10.0
K05198	1.0	0.0
K14697	2.0	2.0
K15436	5.0	1.0
K10885	3.0	1.0
K10331	7.0	0.0
K09464	4.0	2.0
K11984	2.0	0.0
K08609	3.0	0.0
K05236	20.0	7.0
K20121	4.0	0.0
K19828	6.0	0.0
K21768	4.0	0.0
K02685	6.0	2.0
K21493	2.0	0.0
K12200	7.0	0.0
K05609	1.0	2.0
K02920	3.0	1.0
K14015	4.0	0.0
K03347	10.0	1.0
K05194	5.0	1.0
K01362	1.0	0.0
K19487	4.0	0.0
K01189	4.0	0.0
K19404	2.0	0.0
K09633	5.0	0.0
K18469	4.0	2.0
K02468	14.0	41.0
K09713	3.0	0.0
K07529	4.0	1.0
K08004	4.0	2.0
K21438	2.0	0.0
K21252	5.0	9.0
K14685	6.0	0.0
K21392	3.0	0.0
K17422	2.0	0.0
K13335	4.0	0.0
K00692	3.0	5.0
K08855	3.0	0.0
K09595	4.0	0.0
K10483	2.0	3.0
K19983	2.0	1.0
K15171	4.0	0.0
K22243	4.0	0.0
K12386	4.0	0.0
K19513	1.0	1.0
K08876	7.0	0.0
K09271	2.0	0.0
K04406	4.0	1.0
K08254	6.0	2.0
K20181	6.0	0.0
K08485	9.0	32.0
K17305	2.0	0.0
K20771	2.0	2.0
K18179	4.0	0.0
K14005	9.0	2.0
K03341	17.0	2.0
K11397	2.0	0.0
K10846	2.0	2.0
K03757	4.0	1.0
K19564	17.0	1.0
K03122	4.0	0.0
K05635	7.0	0.0
K02148	6.0	0.0
K11738	2.0	0.0
K14799	5.0	3.0
K17496	8.0	0.0
K02289	14.0	0.0
K10257	8.0	6.0
K02326	4.0	0.0
K15587	3.0	1.0
K20410	2.0	0.0
K06229	4.0	2.0
K07760	9.0	0.0
K16675	8.0	0.0
K09242	2.0	0.0
K12462	4.0	0.0
K07751	2.0	32.0
K15111	2.0	1.0
K03633	5.0	2.0
K22087	14.0	13.0
K22164	3.0	0.0
K21966	12.0	14.0
K18633	2.0	0.0
K12158	2.0	4.0
K03706	1.0	0.0
K21419	3.0	0.0
K19708	4.0	0.0
K09609	3.0	0.0
K20475	2.0	0.0
K15183	10.0	0.0
K16516	18.0	23.0
K17439	10.0	0.0
K04393	3.0	0.0
K18716	4.0	0.0
K13604	3.0	9.0
K21842	2.0	3.0
K20296	2.0	1.0
K20217	4.0	0.0
K10869	3.5	0.0
K09161	7.0	15.0
K21191	4.0	0.0
K03028	15.0	7.0
K09877	3.0	3.0
K18187	2.0	0.0
K12518	2.0	1.0
K05531	2.0	0.0
K19695	1.0	1.0
K11093	10.0	1.0
K21455	2.0	0.0
K14766	2.0	0.0
K21890	19.0	4.0
K12845	6.0	0.0
K10585	2.0	0.0
K11373	4.0	3.0
K17815	2.0	0.0
K01231	10.0	1.0
K08329	4.0	4.0
K03539	7.0	0.0
K15113	8.0	1.0
K12879	10.0	4.0
K10696	8.0	0.0
K15033	7.0	0.0
K13659	2.0	0.0
K04661	1.0	0.0
K09499	2.0	4.0
K17919	6.0	1.0
K06685	4.0	0.0
K06643	2.0	0.0
K21198	2.0	1.0
K13519	2.0	2.0
K05648	2.0	0.0
K11771	6.0	0.0
K03329	2.0	17.0
K15412	3.0	0.0
K13457	11.0	1.0
K01158	7.0	2.0
K12887	2.0	0.0
K19877	3.0	16.0
K21751	2.0	0.0
K02747	8.0	14.0
K04569	4.0	0.0
K05689	3.0	1.0
K20793	9.0	10.0
K17582	20.0	9.0
K21170	5.0	1.0
K19227	7.0	48.0
K17260	13.0	1.0
K16068	3.0	2.0
K09524	1.0	1.0
K16255	7.0	8.0
K21972	6.0	0.0
K10740	3.0	0.0
K18958	2.0	4.0
K06128	1.0	0.0
K01086	6.0	7.0
K21184	1.0	1.0
K12224	2.0	2.0
K20521	4.0	0.0
K03946	6.0	0.0
K19364	2.0	0.0
K19719	4.0	0.0
K08739	5.0	3.0
K17434	4.0	0.0
K06573	3.0	2.0
K22470	4.0	0.0
K18895	3.0	0.0
K04099	4.0	3.0
K15198	17.0	3.0
K02725	4.0	0.0
K09508	2.0	0.0
K14302	4.0	0.0
K10168	2.0	0.0
K01074	2.0	0.0
K01359	16.0	7.0
K14967	2.0	0.0
K06688	1.0	0.0
K14816	4.0	0.0
K00686	2.0	1.0
K05754	2.0	0.0
K20352	2.0	2.0
K19228	2.0	48.0
K09923	4.0	18.0
K18667	3.0	0.0
K17907	4.0	0.0
K15174	2.0	1.0
K22364	6.0	2.0
K20752	2.0	0.0
K03952	2.0	0.0
K09477	2.0	0.0
K16869	11.0	18.0
K10426	2.0	0.0
K14950	7.0	5.0
K20958	2.0	0.0
K14852	2.0	0.0
K14324	3.0	2.0
K11412	5.0	0.0
K10438	3.0	0.0
K21141	2.0	0.0
K01399	2.0	2.0
K21314	6.0	2.0
K17740	3.0	0.0
K05011	3.0	0.0
K12836	5.0	2.0
K22193	3.0	1.0
K10646	4.0	1.0
K09885	2.0	4.0
K17095	5.0	0.0
K09227	2.0	2.0
K22069	4.0	1.0
K12869	6.0	1.0
K14842	7.0	0.0
K17943	9.0	2.0
K03372	8.0	6.0
K14789	2.0	0.0
K05767	3.0	4.0
K12864	2.0	2.0
K00417	4.0	0.0
K18124	1.0	2.0
K03104	2.0	0.0
K12492	2.0	2.0
K13120	2.0	0.0
K08006	8.0	3.0
K19720	8.0	2.0
K07993	4.0	5.0
K10405	6.0	0.0
K20536	1.0	0.0
K14820	2.0	0.0
K18327	2.0	3.0
K02739	11.0	1.0
K06678	7.0	0.0
K16803	11.0	3.0
K17512	18.0	1.0
K10704	3.0	0.0
K06111	7.0	1.0
K21373	5.0	1.0
K14303	2.0	0.0
K15264	8.0	1.0
K03285	5.0	11.0
K03352	2.0	0.0
K08515	3.0	0.0
K09659	2.0	0.0
K18734	2.0	1.0
K02760	2.0	0.0
K22120	1.0	0.0
K17427	6.0	0.0
K07230	4.0	18.0
K08596	3.0	1.0
K19982	11.0	11.0
K11870	2.0	0.0
K19307	2.0	0.0
K02706	8.0	11.0
K05292	4.0	4.0
K17878	4.0	2.0
K10428	5.0	1.0
K08825	5.0	1.0
K21465	8.0	0.0
K19057	1.0	0.0
K20347	4.0	1.0
K06763	2.0	1.0
K18076	2.0	3.0
K10675	1.0	0.0
K10712	3.0	0.0
K10582	2.0	1.0
K14641	2.0	4.0
K07528	5.0	0.0
K16295	2.0	0.0
K21494	2.0	0.0
K02744	4.0	7.0
K20368	4.0	5.0
K00063	5.0	1.0
K03964	2.0	1.0
K10686	9.0	1.0
K10530	2.0	0.0
K02826	3.0	0.0
K20316	2.0	0.0
K10577	6.0	4.0
K04948	4.0	0.0
K11608	5.0	11.0
K02209	9.0	7.0
K16818	2.0	3.0
K05736	3.0	0.0
K15164	7.0	2.0
K07891	8.0	0.0
K22008	2.0	2.0
K12194	2.0	1.0
K17649	2.0	1.0
K22184	1.0	1.0
K09496	13.0	1.0
K19709	7.0	9.0
K07279	4.0	0.0
K14747	2.0	0.0
K14289	4.0	0.0
K21642	2.0	0.0
K11811	8.0	34.0
K19128	13.0	8.0
K07584	4.0	0.0
K16938	2.0	0.0
K15732	2.0	2.0
K07784	3.0	2.0
K15565	4.0	0.0
K13003	8.0	7.0
K08915	2.0	0.0
K18969	1.0	0.0
K21813	8.0	1.0
K03191	4.0	0.0
K05659	2.0	0.0
K20091	5.0	0.0
K07467	3.0	18.0
K07475	2.0	0.0
K19096	5.0	3.0
K22138	4.0	0.0
K13947	2.0	0.0
K11835	11.0	5.0
K14706	2.0	0.0
K11323	4.0	3.0
K14578	12.0	26.0
K06018	6.0	0.0
K09925	4.0	2.0
K19996	2.0	0.0
K10354	2.0	0.0
K05672	5.0	1.0
K12844	2.0	3.0
K07880	4.0	0.0
K12398	2.0	0.0
K11836	4.0	2.0
K10006	2.0	0.0
K21355	3.0	0.0
K20876	9.0	2.0
K16553	5.0	0.0
K20535	3.0	0.0
K17339	1.0	0.0
K03141	5.0	0.0
K20824	1.0	0.0
K12580	6.0	0.0
K08720	21.0	23.0
K03278	3.0	0.0
K02833	1.0	0.0
K09241	2.0	0.0
K16602	2.0	6.0
K03034	2.0	0.0
K10007	5.0	5.0
K03007	4.0	0.0
K10882	2.0	0.0
K00680	2.0	1.0
K08793	11.0	5.0
K13980	2.0	3.0
K06822	1.0	0.0
K13960	2.0	0.0
K02781	6.0	1.0
K14846	2.0	1.0
K14859	2.0	2.0
K12404	3.0	0.0
K08658	2.0	0.0
K14589	4.0	2.0
K10839	4.0	0.0
K17934	4.0	2.0
K18099	4.0	4.0
K05699	2.0	4.0
K00802	6.0	8.0
K11824	4.0	3.0
K15047	2.0	0.0
K06258	4.0	0.0
K04538	2.0	1.0
K10249	2.0	0.0
K17413	2.0	0.0
K19573	2.0	0.0
K11097	2.0	0.0
K07070	6.0	36.0
K12065	14.0	98.0
K16075	3.0	1.0
K04026	7.0	4.0
K18064	2.0	0.0
K11267	4.0	4.0
K03247	2.0	0.0
K02734	2.0	2.0
K04340	6.0	9.0
K19050	3.0	1.0
K12411	2.0	0.0
K10437	2.0	0.0
K18961	13.0	0.0
K12948	2.0	0.0
K12049	4.0	4.0
K14566	5.0	0.0
K10084	9.0	4.0
K19986	4.0	0.0
K15275	2.0	2.0
K03258	4.0	0.0
K11673	3.0	0.0
K00771	11.0	2.0
K02423	2.0	53.0
K07786	1.0	0.0
K08048	4.0	0.0
K17355	1.0	0.0
K14823	2.0	0.0
K14004	8.0	2.0
K03400	7.0	2.0
K12955	14.0	17.0
K20150	3.0	1.0
K15892	5.0	1.0
K12762	4.0	0.0
K02220	2.0	0.0
K00491	2.0	7.0
K12621	4.0	3.0
K18342	2.0	0.0
K17438	2.0	0.0
K01128	9.0	1.0
K10144	3.0	0.0
K15272	6.0	0.0
K12275	4.0	0.0
K08790	8.0	0.0
K04382	8.0	1.0
K02332	3.0	4.0
K05529	8.0	0.0
K18103	2.0	0.0
K22407	4.0	4.0
K07061	11.0	0.0
K11360	6.0	3.0
K15027	4.0	0.0
K21268	1.0	0.0
K21779	6.0	0.0
K10809	4.0	0.0
K22384	2.0	0.0
K14826	8.0	8.0
K07707	1.0	1.0
K15972	8.0	17.0
K14159	2.0	3.0
K10451	8.0	0.0
K11883	8.0	0.0
K20369	2.0	0.0
K16251	4.0	0.0
K08815	6.0	4.0
K20676	1.0	0.0
K21738	2.0	0.0
K14860	2.0	0.0
K03170	6.0	1.0
K19000	4.0	9.0
K04225	1.0	0.0
K18894	2.0	4.0
K12951	14.0	3.0
K15414	2.0	0.0
K05811	9.0	5.0
K08045	2.0	0.0
K15475	7.0	3.0
K20717	2.0	1.0
K10329	4.0	2.0
K20361	4.0	2.0
K11884	4.0	0.0
K03514	5.0	2.0
K19464	2.0	0.0
K13756	1.0	0.0
K03250	4.0	0.0
K02212	2.0	4.0
K17820	4.0	1.0
K08802	3.0	1.0
K00944	2.0	0.0
K08064	2.0	2.0
K08615	8.0	1.0
K14773	2.0	4.0
K01016	15.0	7.0
K10612	2.0	2.0
K08481	16.0	3.0
K14089	6.0	3.0
K20318	2.0	0.0
K15326	2.0	1.0
K14328	2.0	0.0
K08054	2.0	1.0
K11799	1.0	2.0
K17917	6.0	0.0
K14847	4.0	0.0
K09103	2.0	1.0
K20855	1.0	1.0
K17428	2.0	1.0
K16256	2.0	9.0
K10580	7.0	0.0
K12397	4.0	4.0
K15240	1.0	0.0
K09518	5.0	1.0
K17797	2.0	0.0
K01102	3.0	3.0
K07224	2.0	5.0
K17387	3.0	0.0
K18474	10.0	2.0
K12597	2.0	0.0
K10398	4.0	2.0
K18069	6.0	1.0
K09338	7.0	6.0
K17914	6.0	1.0
K19173	8.0	0.0
K15163	2.0	0.0
K14844	2.0	0.0
K17310	1.0	0.0
K11562	2.0	0.0
K06241	8.0	0.0
K09191	8.0	0.0
K17299	7.0	0.0
K19589	5.0	0.0
K09567	8.0	0.0
K17787	2.0	0.0
K21726	3.0	0.0
K21089	4.0	0.0
K14653	1.0	0.0
K18034	6.0	0.0
K20641	2.0	0.0
K20704	2.0	1.0
K06777	3.0	3.0
K15779	6.0	6.0
K12356	1.0	0.0
K04431	2.0	0.0
K11067	7.0	0.0
K17208	4.0	16.0
K05354	4.0	2.0
K00730	1.0	0.0
K14270	4.0	2.0
K16215	6.0	0.0
K10894	3.0	0.0
K18775	7.0	0.0
K12504	6.0	0.0
K01316	8.0	1.0
K06795	2.0	1.0
K03487	12.0	0.0
K15403	1.0	2.0
K04608	4.0	0.0
K17681	5.0	5.0
K06385	1.0	6.0
K19963	14.0	15.0
K21869	3.0	0.0
K11858	4.0	1.0
K05204	1.0	2.0
K07898	1.0	2.0
K15749	1.0	0.0
K05668	4.0	4.0
K09832	2.0	0.0
K10427	4.0	0.0
K01324	2.0	2.0
K21789	3.0	0.0
K13887	2.0	2.0
K15679	8.0	13.0
K17753	1.0	0.0
K02317	2.0	6.0
K00310	3.0	0.0
K02540	8.0	6.0
K04410	1.0	0.0
K10500	1.0	0.0
K09996	7.0	5.0
K21354	3.0	0.0
K21358	3.0	2.0
K12323	9.0	7.0
K14293	5.0	3.0
K13155	2.0	2.0
K13959	1.0	3.0
K20633	1.0	0.0
K11442	3.0	0.0
K17085	3.0	5.0
K10222	7.0	0.0
K04890	2.0	0.0
K14354	1.0	0.0
K01326	4.0	1.0
K19120	1.0	2.0
K13550	2.0	2.0
K06631	4.0	6.0
K15930	7.0	3.0
K20261	2.0	0.0
K06799	12.0	11.0
K14678	1.0	0.0
K07900	3.0	0.0
K14700	3.0	0.0
K04974	6.0	6.0
K16559	4.0	0.0
K11801	8.0	7.0
K12192	1.0	0.0
K19218	1.0	0.0
K22366	1.0	0.0
K12858	10.0	6.0
K15447	1.0	0.0
K02402	5.0	32.0
K00357	8.0	4.0
K19048	3.0	4.0
K03483	2.0	3.0
K10632	1.0	4.0
K18542	1.0	0.0
K01396	3.0	1.0
K11332	7.0	2.0
K20847	1.0	0.0
K17848	1.0	1.0
K01860	5.0	4.0
K02211	3.0	4.0
K20877	10.0	8.0
K05641	8.0	3.0
K11220	1.0	0.0
K15829	6.0	2.0
K18339	5.0	1.0
K12649	3.0	0.0
K07808	1.0	0.0
K09502	4.0	0.0
K10469	3.0	5.0
K21490	1.0	0.0
K10121	4.0	2.0
K05467	2.0	0.0
K18050	4.0	0.0
K14721	1.0	1.0
K18536	3.0	0.0
K12307	4.0	6.0
K15741	4.0	0.0
K15534	3.0	0.0
K07881	4.0	0.0
K04730	5.0	3.0
K06608	18.0	4.0
K08765	7.0	3.0
K05271	4.0	3.0
K04314	1.0	0.0
K04572	1.0	0.0
K19819	6.0	5.0
K05094	1.0	0.0
K14351	5.0	1.0
K18836	1.0	0.0
K18087	1.0	2.0
K05385	3.0	0.0
K00932	4.0	0.0
K14808	6.0	1.0
K19476	1.0	0.0
K06480	5.0	0.0
K08672	10.0	1.0
K14074	1.0	0.0
K22121	3.0	0.0
K05290	1.0	0.0
K20714	1.0	0.0
K09332	2.0	1.0
K18857	2.0	4.0
K08787	2.0	4.0
K11822	2.0	3.0
K14579	3.0	0.0
K08585	11.0	0.0
K03871	6.0	1.0
K04915	1.0	2.0
K12763	1.0	0.0
K09619	1.0	0.0
K19961	4.0	2.0
K15385	1.0	1.0
K12310	3.0	1.0
K17831	16.0	4.0
K13397	1.0	0.0
K17519	1.0	0.0
K00653	7.0	1.0
K20961	1.0	0.0
K16296	3.0	0.0
K04506	4.0	0.0
K13347	1.0	0.0
K15828	1.0	0.0
K02261	15.0	13.0
K15465	2.0	0.0
K13794	9.0	17.0
K15196	2.0	2.0
K04852	4.0	0.0
K06814	4.0	5.0
K14242	1.0	0.0
K06766	1.0	0.0
K20319	4.0	0.0
K14595	1.0	2.0
K17873	1.0	0.0
K08639	2.0	1.0
K19672	2.0	2.0
K18548	1.0	1.0
K17894	1.0	0.0
K02705	10.0	11.0
K09501	1.0	0.0
K07905	3.0	1.0
K01509	4.0	1.0
K10335	3.0	4.0
K18729	3.0	1.0
K16018	6.0	0.0
K07700	4.0	5.0
K08185	4.0	0.0
K08243	1.0	0.0
K08805	1.0	2.0
K12424	5.0	6.0
K14512	1.0	0.0
K00473	1.0	0.0
K08053	1.0	0.0
K04342	4.0	13.0
K05762	1.0	0.0
K07830	1.0	0.0
K04392	3.0	5.0
K06621	1.0	2.0
K16136	4.0	4.0
K12166	3.0	4.0
K12888	1.0	4.0
K03805	2.0	153.0
K19230	3.0	33.0
K22334	1.0	0.0
K16423	6.5	10.5
K21515	3.0	2.0
K11547	2.0	0.0
K17923	1.0	0.0
K14337	10.0	14.0
K06812	3.0	0.0
K17083	2.0	3.0
K16443	1.0	0.0
K14071	1.0	0.0
K06804	5.0	0.0
K12840	1.0	0.0
K20956	3.0	9.0
K18133	1.0	0.0
K16017	15.0	3.0
K14208	1.0	0.0
K08843	2.0	2.0
K15409	1.0	0.0
K18132	4.0	0.0
K05082	1.0	0.0
K00726	2.0	3.0
K11839	2.0	0.0
K13379	7.0	7.0
K20854	1.0	0.0
K14762	2.0	4.0
K12968	5.0	0.0
K12824	1.0	0.0
K11534	3.0	32.0
K15693	4.0	0.0
K15302	3.0	2.0
K18974	7.0	7.0
K09534	1.0	0.0
K10719	6.0	4.0
K13114	1.0	0.0
K04491	1.0	1.0
K22011	4.0	0.0
K00487	2.0	0.0
K19602	1.0	0.0
K17089	1.0	0.0
K11722	1.0	0.0
K10623	6.0	4.0
K16172	2.0	0.0
