	16depth	25depth
K11209	1783.0	1899.0
K03519	4495.0	3180.0
K04517	1761.0	867.0
K03166	1327.0	488.0
K15830	157.0	17.0
K00854	7378.0	1399.0
K00228	1289.0	765.0
K03392	1220.0	1272.0
K06867	1527.0	561.0
K01687	9747.0	4528.0
K01963	2488.0	1085.5
K16389	12.0	4.0
K12541	934.0	1298.0
K01965	1694.0	1058.0
K02234	1013.0	724.0
K02929	79.0	35.0
K18335	887.0	599.0
K08372	1095.0	591.0
K11747	1177.0	645.0
K15227	6.0	4.0
K05882	3059.0	1422.0
K15581	1347.0	724.0
K07137	2641.0	642.0
K15314	1241.0	409.0
K17992	442.0	20.0
K01305	645.0	436.0
K02117	2960.0	774.0
K21416	2889.0	853.5
K06147	16801.0	8537.0
K01750	2779.0	1509.0
K16385	55.0	18.0
K08301	3569.0	1876.0
K22230	651.0	111.0
K02835	4642.0	2330.0
K02488	5093.0	2323.0
K03768	2231.0	1380.0
K03734	6127.0	2193.0
K07054	206.0	116.0
K01769	255.0	109.0
K02039	785.0	470.0
K19804	630.0	419.0
K21563	736.0	191.0
K00123	20794.0	7810.0
K01760	1584.0	1171.0
K17865	561.0	557.0
K12454	1004.0	357.0
K08307	4907.0	2095.0
K02010	2660.5	1766.5
K00034	2221.0	1256.0
K14189	214.0	151.0
K00766	5009.0	2308.0
K06282	1623.0	552.0
K02016	3271.0	2617.0
K02843	3917.0	1340.0
K02517	2985.0	1326.0
K07696	1421.0	473.0
K00765	2786.5	1389.0
K00244	4381.0	2510.0
K01127	3508.0	1531.0
K03431	4171.0	2333.0
K08322	586.0	172.0
K01114	185.0	115.0
K00135	5073.0	3358.0
K01480	4722.0	2665.0
K01665	2066.0	947.0
K00937	3622.0	1852.0
K19244	1345.0	425.0
K03321	7281.0	2976.0
K04656	6640.0	1075.0
K03628	6365.0	2744.0
K09812	1939.5	1001.5
K07746	273.0	140.0
K07404	786.0	273.0
K00767	3702.5	1637.0
K00185	9059.0	2666.0
K18008	122.0	10.0
K01912	6767.0	2729.0
K18139	2828.0	1113.0
K04655	4244.0	892.0
K19595	56.0	34.0
K09014	3495.0	2637.0
K14261	1826.0	741.0
K02195	2054.0	1120.0
K00677	3589.0	1576.0
K10773	3028.0	1482.0
K03654	8850.0	3973.0
K00027	2471.0	1470.0
K22024	1172.0	426.0
K12071	216.0	91.0
K11085	6848.0	3126.0
K03338	656.0	395.0
K01733	9419.0	5012.0
K00324	4806.0	2763.0
K02668	3565.0	1426.0
K15371	4336.0	4440.0
K03644	4448.0	2116.0
K02037	988.0	689.0
K19191	7613.0	3416.0
K04487	12400.0	4609.0
K05296	522.0	522.0
K01661	1216.0	765.0
K07052	2731.0	1162.0
K04789	183.0	59.0
K00362	2165.0	1259.0
K16291	1008.0	687.0
K00274	1546.0	1168.0
K16710	105.0	41.0
K01487	1698.5	880.5
K21310	1009.0	573.0
K01419	2165.0	1000.0
K09806	215.0	181.0
K12297	657.0	566.0
K01643	1210.0	207.0
K07182	2868.0	2194.0
K21936	1109.0	594.0
K14429	337.0	90.0
K18218	2362.0	1210.0
K18649	875.0	505.0
K16786	534.9999999999999	98.83333333333331
K05299	2906.0	507.0
K22489	19.0	14.0
K00647	2804.0	1508.0
K04070	2543.0	507.0
K07004	9272.0	3294.0
K02018	1721.5	990.5
K11914	215.0	67.0
K03496	8506.0	4266.0
K01539	247.0	52.0
K00528	3761.0	1594.0
K11717	7956.0	4098.0
K21307	1851.0	1080.0
K17050	3481.0	870.0
K13482	2416.0	1406.0
K03750	8599.0	4097.5
K02913	607.0	296.0
K02409	1286.0	800.0
K00788	2997.0	1545.0
K03567	662.0	355.0
K16087	1237.0	546.0
K05281	1118.0	522.0
K18598	57.0	10.0
K02805	1281.0	387.0
K02033	11836.0	6141.0
K09667	911.0	510.0
K07121	1242.0	642.0
K13018	2356.0	709.0
K22205	1839.0	816.0
K00549	2671.0	3064.0
K14393	2859.0	2621.0
K06889	7379.5	3539.0
K11434	288.0	90.0
K11381	3419.0	1419.0
K00330	924.0	667.0
K01183	5194.0	1255.5
K07482	12109.0	8329.0
K06167	1379.0	793.0
K03639	5539.0	2655.0
K06187	2873.0	1373.0
K01657	6373.0	3090.0
K01040	1052.0	679.0
K06937	2480.0	1054.0
K21470	1665.0	786.0
K08484	1742.0	1259.0
K13993	2320.0	1152.0
K04486	637.0	242.0
K02238	6330.0	3420.0
K00675	330.0	151.0
K17680	596.0	474.5
K08691	935.0	728.0
K18800	1018.0	563.0
K00824	1301.0	689.0
K11753	3529.0	1703.0
K07465	628.0	170.0
K14731	1130.0	661.0
K00919	2282.0	1244.0
K06949	3464.0	1283.0
K05916	804.0	551.0
K07003	22139.0	10629.0
K18006	572.0	53.0
K17206	95.0	19.0
K02346	6200.0	2699.0
K04034	4102.0	785.0
K01593	3697.0	1708.0
K07048	1296.0	628.0
K18828	1122.0	229.0
K02557	3025.0	1686.0
K22468	2204.0	668.0
K08606	32.0	5.0
K12267	829.0	215.0
K02338	3615.0	1892.0
K07979	1471.0	469.0
K08357	703.0	413.0
K06020	4580.5	2226.5
K07089	5213.0	1224.0
K02224	3213.0	984.0
K01301	1442.0	824.0
K11931	532.0	305.0
K12339	1489.0	840.0
K01923	3557.0	1688.0
K07668	1330.0	536.0
K03856	4414.0	1899.0
K06897	1315.0	470.0
K11189	887.0000000000007	369.33333333333326
K21575	240.0	74.0
K13542	3018.0	1108.0
K05366	8052.0	4367.0
K13479	405.0	89.0
K00343	5819.0	3417.0
K01104	3075.0	1402.0
K02034	11534.833333333336	5729.833333333333
K06158	6843.0	3063.0
K09895	268.0	169.0
K19813	878.0	774.0
K01139	2148.0	1077.5
K04754	1259.0	796.0
K01653	1784.0	873.0
K00658	3965.0	2432.0
K01271	4080.5	2024.0
K13598	3494.0	1807.0
K00172	1826.0	257.0
K11384	465.0	162.0
K00990	4300.0	2601.0
K00090	196.0	126.0
K10126	1814.0	691.0
K14067	258.0	203.0
K11179	979.0	141.0
K06864	2338.0	858.0
K08744	929.0	654.0
K03778	432.0	160.0
K05878	678.0	190.0
K02372	1852.0	703.0
K12994	1761.0	535.0
K20333	1023.0	366.0
K01677	964.0	132.0
K01595	2907.0	1872.0
K17760	2916.0	2575.0
K13038	5546.0	2842.0
K02650	2157.0	827.0
K00856	1647.0	648.0
K03531	5266.0	2721.0
K07277	5470.0	2436.0
K01620	3985.0	2027.0
K02363	395.0	117.0
K08082	707.0	327.0
K02520	1618.0	889.0
K07042	1533.0	772.0
K07332	626.0	350.0
K06445	2379.0	1532.0
K05342	849.0	686.5
K19687	62.0	40.0
K02917	32.0	4.0
K00315	5603.0	3183.0
K01524	2944.0	1690.0
K01420	1006.0	769.0
K13590	2941.0	1466.0
K18702	3428.0	2945.0
K07537	801.0	406.0
K03769	2100.0	986.0
K05773	1558.0	743.0
K04759	9465.0	3390.0
K06192	2257.0	1171.0
K02064	287.0	176.0
K19791	187.0	145.0
K04042	5536.0	2902.0
K02919	516.0	329.0
K00970	3639.0	1766.0
K16339	42.0	42.0
K03733	8000.0	3467.0
K02970	627.0	310.0
K08217	678.0	253.0
K14951	755.0	841.0
K16886	3756.0	144.0
K12252	649.0	359.0
K03555	11881.0	5193.0
K03325	4530.0	934.5
K05288	35.0	14.0
K12957	427.0	91.0
K07222	1731.0	1434.0
K01916	1831.0	1042.0
K04799	229.0	84.0
K22396	562.0	142.0
K06441	17.0	4.0
K07012	924.0	241.0
K07130	1149.0	476.0
K03855	98.0	14.0
K03389	3578.0	232.0
K00860	1574.0	674.0
K01803	3880.5	1915.0
K03605	1017.0	275.0
K00951	6081.0	3465.5
K00175	8848.0	2910.0
K00020	3824.0	2749.0
K10780	430.0	298.0
K07658	5210.0	1883.0
K01056	2354.0	1130.0
K03612	1405.0	418.0
K01000	4132.0	2100.0
K09930	1136.0	835.0
K01535	613.0	115.0
K00003	5157.0	2442.0
K05714	145.0	193.0
K00847	3352.0	1499.0
K19710	931.0	204.0
K01791	5179.0	1974.0
K00287	1082.0	602.0
K00122	3287.0	2339.0
K06485	636.0	241.0
K01387	1577.0	418.0
K03980	5571.0	2649.0
K02519	9590.0	4699.0
K01358	3557.0	1514.0
K18013	2037.0	1027.0
K05898	1110.0	524.0
K06148	2082.0	1097.0
K00101	1398.0	957.0
K01141	429.0	232.0
K01945	5974.0	2747.0
K03149	2623.0	1495.0
K00721	8797.0	3208.0
K00329	1256.0	735.5
K00356	1251.0	731.5
K17836	681.0	348.0
K21867	295.0	62.0
K04077	15277.0	6329.0
K01884	337.0	39.0
K03646	295.0	222.0
K06890	953.0	665.0
K09702	85.0	4.0
K03705	2696.0	1494.0
K01914	1356.0	53.0
K10804	1598.0	868.0
K03684	2621.0	1625.0
K02397	917.0	393.0
K02904	662.0	402.0
K06446	1553.0	766.0
K02336	1350.0	719.0
K03177	2866.0	1618.0
K04567	5327.0	2321.0
K00851	469.5	153.0
K00208	2422.0	1681.0
K00170	2346.0	604.0
K01414	1954.0	990.0
K10907	2711.0	1093.0
K01940	5210.0	2496.0
K13924	8660.0	3939.0
K01113	2895.0	1360.0
K01934	1054.0	639.0
K09808	5440.0	2610.0
K03424	4103.0	1894.0
K00201	315.0	284.0
K13735	1657.0	625.0
K03698	1329.0	371.0
K01619	2510.0	899.0
K01640	2128.0	1541.0
K16554	4197.0	1677.0
K00471	122.0	201.0
K11893	467.0	104.0
K07050	722.0	416.0
K03892	2627.5	1153.0
K02535	2280.0	1089.0
K02472	1017.0	395.0
K03969	1228.0	681.0
K00433	473.0	383.0
K02040	1247.0	849.0
K07147	1702.0	1110.0
K17722	1581.0	576.0
K07219	1334.0	540.5
K01998	7560.5	4139.0
K07216	1138.5	419.0
K00690	1058.0	253.0
K01907	3545.0	1629.0
K04744	2206.0	1351.0
K06190	349.0	241.0
K02888	1247.0	654.0
K09472	707.0	642.0
K03781	949.0	269.0
K01968	1567.0	1467.0
K19701	1290.0	428.0
K01191	3968.0	451.0
K01752	2195.0	1062.0
K15376	385.0	136.0
K09699	765.0	564.0
K01867	4614.0	2054.0
K21033	19.0	11.0
K08300	3327.0	1733.0
K01782	3313.0	1840.0
K07718	274.0	129.0
K06990	4708.0	1286.0
K18201	565.0	237.0
K20972	232.0	85.0
K01057	1440.0	731.0
K01448	4302.0	2054.0
K07766	34.0	14.0
K01159	2318.0	1162.0
K15778	2494.0	1116.0
K08309	3592.0	2196.0
K01131	1291.0	285.0
K02564	2013.0	539.0
K01297	1306.0	479.0
K01302	1398.0	582.0
K02109	1868.5	1005.5
K09015	2932.0	2281.0
K02523	3576.0	1856.0
K05967	87.0	28.0
K07755	5300.0	2253.0
K03588	4416.0	2302.0
K12591	30.0	12.0
K00791	4170.0	2081.0
K11645	1492.0	500.0
K16857	456.0	139.0
K18009	1853.0	1142.0
K02575	4265.0	2937.0
K00645	4765.0	2257.0
K21393	2308.0	1306.0
K16692	1422.0	550.0
K12574	2750.0	1679.0
K00241	1740.0	806.0
K21349	421.0	99.0
K00800	6334.0	2853.0
K00074	4460.0	2166.0
K02435	997.0	547.0
K03752	1939.0	919.0
K01256	4680.0	2254.0
K06206	1107.0	576.0
K02167	509.0	334.0
K21636	2088.0	697.0
K07729	1035.0	382.0
K06193	302.0	260.0
K00566	6009.0	2614.0
K06200	4214.0	1455.0
K03833	4376.0	2059.0
K21397	2005.0	587.0
K01515	1803.0	990.0
K08591	2478.0	1077.0
K01439	4645.5	2126.0
K19092	498.0	206.0
K22075	13.0	10.0
K14445	7401.0	3202.0
K03802	3399.0	2025.0
K01689	7824.0	3162.0
K13693	1522.0	578.0
K02013	3853.0	1933.0
K01709	1231.0	635.0
K11959	1859.0	1191.0
K00849	3331.0	793.0
K11102	901.0	476.0
K00560	2327.0	984.0
K02926	2295.0	1193.0
K09903	3094.0	1469.0
K06917	256.0	314.0
K17736	291.0	297.0
K18501	2565.0	121.0
K00939	3312.0	1429.0
K22373	1408.0	281.0
K04087	3173.0	1409.0
K08602	4675.0	1889.0
K15513	821.0	678.0
K02406	3915.0	1680.0
K07323	1153.0	1073.0
K14727	375.0	380.0
K09955	6536.0	502.0
K07305	1619.0	1119.0
K02029	2447.0	1523.0
K01890	9876.0	4401.0
K00111	6910.0	3249.0
K03556	3133.0	912.0
K03167	2118.0	770.0
K02391	335.0	305.0
K03631	5043.0	2500.0
K13292	3583.0	1652.0
K02020	1689.0	789.0
K07544	1337.0	1085.0
K03707	343.0	548.0
K02193	1338.0	761.0
K07720	1512.0	557.0
K00331	2466.0	1599.0
K01858	3686.0	1742.0
K09958	264.0	365.0
K03306	6095.0	2758.0
K01200	1159.0	541.0
K03599	394.0	196.0
K20448	1805.0	578.0
K00793	2712.0	1221.0
K08651	2951.0	692.0
K03611	558.0	399.0
K11751	1203.0	354.0
K03428	386.0	196.0
K01805	2082.0	564.0
K18661	943.0	586.0
K14540	283.0	300.0
K14986	2833.0	1514.0
K01704	2675.0	1184.0
K00183	619.0	139.0
K06384	82.0	1.0
K01011	3008.0	2578.0
K03455	5017.0	3327.0
K01488	1749.0	788.0
K01804	1153.0	132.0
K06994	1162.0	1303.0
K09478	453.0	152.0
K00763	2186.0	1488.0
K00962	8842.0	4240.0
K09748	798.0	481.0
K01354	2465.0	1293.0
K01596	4081.0	1009.0
K01589	1070.0	634.0
K00806	3014.0	1429.0
K12542	499.0	620.0
K02421	920.0	569.0
K13832	1004.0	348.0
K14161	1585.0	1143.0
K20444	3549.0	1550.0
K07088	2069.0	1292.0
K19265	1466.0	421.0
K00197	2606.0	103.0
K00655	4363.0	2399.0
K11072	1584.0	802.0
K02982	2880.0	1591.0
K02491	2036.0	416.0
K02584	7742.0	2125.0
K01342	1228.0	505.0
K02935	1446.0	714.0
K07812	855.0	375.0
K06929	928.0	542.0
K06191	106.0	38.0
K04802	120.0	70.0
K02077	801.0	381.0
K05602	626.0	307.0
K13893	1313.0	932.0
K07306	2744.0	386.0
K17360	61.0	21.0
K10943	1824.0	818.0
K16164	1192.0	533.0
K14160	280.0	205.0
K05685	890.0	342.0
K03651	1400.0	707.0
K05337	771.0	466.0
K13380	303.0	264.0
K00640	3380.0	1347.0
K07709	3009.0	875.0
K21749	57.0	29.0
K01286	3939.0	1709.0
K00833	2873.0	1501.0
K07053	3115.0	1079.0
K11177	2071.0	1209.0
K06980	1052.0	745.0
K02834	1150.0	672.0
K03648	209.0	153.0
K01574	209.0	142.0
K15598	294.0	233.0
K02341	2386.0	1174.0
K05367	1451.0	628.0
K00567	1755.0	902.0
K13378	674.0	348.0
K06971	876.0	347.0
K13525	1827.0	1208.0
K03205	137.0	103.0
K00075	3465.0	1610.0
K02863	2781.0	1453.0
K20862	442.0	301.0
K14170	2728.0	1110.0
K16033	87.0	82.0
K18287	7.0	0.0
K00991	2148.0	921.0
K00477	772.0	557.0
K00194	1955.0	44.0
K07783	583.0	486.0
K07082	2126.0	1326.0
K10026	2149.0	924.0
K13874	200.0	154.0
K03799	3427.0	1752.0
K01834	912.0	501.0
K04027	992.0	317.0
K01817	2847.0	1319.0
K21792	272.0	159.0
K02657	499.0	211.0
K03889	84.0	41.0
K01525	927.0	523.0
K02487	1961.0	850.0
K06596	1996.0	857.0
K02621	3712.0	1934.0
K04085	2534.0	459.0
K03629	2170.0	1368.0
K07566	3210.0	1606.0
K02528	3171.0	1534.0
K07393	862.0	998.0
K03313	2206.0	1532.0
K09810	2907.0	1209.0
K00117	5818.0	6459.0
K14682	515.0	306.0
K04114	2218.0	497.0
K06204	2316.0	1164.0
K11383	317.0	91.0
K02876	1456.0	821.0
K16365	294.0	111.0
K08244	89.0	3.0
K03113	573.0	287.0
K18983	1572.0	546.0
K04118	772.0	620.0
K09988	540.0	72.0
K06016	2784.0	1970.0
K18594	188.0	276.0
K14056	198.0	104.0
K03709	1899.0	806.0
K00823	4403.0	1523.0
K00314	310.0	92.0
K02025	4117.0	1155.0
K13766	1588.0	1252.0
K00697	1076.0	767.0
K06183	180.0	211.0
K06920	2267.0	898.0
K18005	761.0	72.0
K07282	2368.0	1026.0
K07214	1750.0	401.0
K02656	730.0	441.0
K00240	3502.0	1787.0
K01031	258.0	307.0
K05825	2627.0	1007.0
K07772	75.0	116.0
K01198	543.5	51.0
K19231	858.0	230.0
K03076	5237.0	2728.0
K10974	383.0	194.0
K19626	24.0	7.0
K17994	444.0	102.0
K01933	4620.0	2235.0
K15866	5037.0	3896.0
K06883	3305.0	1315.0
K03354	173.0	133.0
K07666	372.0	272.0
K22317	1235.0	495.0
K10260	197.0	62.0
K01682	920.0	1100.0
K05946	1294.0	626.0
K03789	1889.0	1093.0
K22044	1456.0	1049.0
K02453	6788.0	3003.0
K00376	2291.0	1093.0
K01572	1787.0	733.0
K13040	1110.0	535.0
K01715	5115.0	2918.0
K09920	263.0	143.0
K07075	1263.0	173.0
K02111	8262.0	3698.0
K02172	1533.0	319.0
K02867	1622.0	787.0
K00790	6796.0	3216.0
K22478	199.0	57.0
K18687	607.0	419.0
K00819	2402.0	932.0
K05516	1782.0	793.0
K02278	533.0	253.0
K09516	1246.0	288.0
K01534	3513.0	1193.0
K19069	18.0	24.0
K11071	1335.0	922.0
K01520	1806.0	851.0
K03518	4703.0	2696.0
K01889	4169.0	1868.0
K02670	1785.0	791.0
K11624	283.0	124.0
K16210	173.0	102.0
K02556	1587.0	735.0
K03638	1115.0	639.0
K00038	1876.0	1527.0
K07588	3408.0	1763.0
K07806	856.0	300.0
K02909	803.0	456.0
K00940	1823.0	768.0
K02529	4742.0	1470.0
K13634	624.0	544.0
K02242	645.0	258.0
K21898	717.0	251.0
K11785	1074.0	666.0
K03151	955.0	673.0
K02017	1833.5	1093.5
K06960	951.0	337.0
K00965	1517.0	479.0
K11073	332.0	347.0
K02507	101.0	26.0
K00620	4013.5	2087.5
K00264	467.0	266.0
K05837	3892.0	2078.0
K09841	152.0	72.0
K02303	1196.0	839.0
K00325	5409.0	2906.0
K15659	270.0	104.0
K05566	1276.0	531.0
K01758	1495.5	790.0
K06201	192.0	54.0
K09740	759.0	120.0
K04654	3306.0	634.0
K12960	6248.0	2634.0
K02431	200.0	40.0
K01193	1782.0	160.0
K16899	2235.0	1350.0
K03852	903.0	705.0
K20962	216.0	141.0
K02069	1685.0	992.0
K01683	492.0	205.0
K02992	1944.0	1033.0
K14855	1765.0	571.0
K01392	435.0	239.0
K00748	3407.0	1560.0
K12573	6274.0	3074.0
K15977	1193.0	1287.0
K03292	2244.0	1284.0
K03640	2332.0	1038.0
K01777	1563.0	787.0
K03130	219.0	59.0
K02437	2408.0	1010.0
K00036	3591.0	1617.0
K04770	1149.0	443.0
K03179	2877.0	1591.0
K07289	1887.0	1043.0
K19294	3702.0	1508.0
K00311	2767.0	1701.0
K01246	1606.0	1010.0
K07452	501.0	205.0
K01997	7762.0	3998.0
K15856	1032.0	356.0
K16148	1355.0	465.0
K16885	2104.0	69.0
K03124	1176.0	1243.0
K00342	6941.0	4152.0
K17830	745.0	239.0
K01739	3530.5	2166.0
K06999	1469.0	943.0
K03385	416.0	390.0
K00467	192.0	153.0
K06901	1470.0	1016.0
K03782	3675.0	2420.0
K02189	290.0	229.0
K10219	720.0	226.0
K09384	369.0	71.0
K06322	25.0	16.0
K07657	2671.0	1206.0
K07653	271.0	169.0
K06958	1817.0	1073.0
K19661	844.0	279.0
K16165	510.0	363.0
K13778	288.0	248.0
K02377	2426.0	1128.0
K21134	2424.0	1333.0
K10206	2923.0	1188.0
K00029	4826.0	3363.0
K01181	2580.0	322.0
K02591	21.0	146.0
K06540	51.0	11.0
K15599	358.0	202.0
K13787	638.0	287.0
K00253	2847.0	1840.0
K03502	587.0	654.0
K03658	262.0	198.0
K09766	113.0	24.0
K14267	1341.0	917.0
K06911	4294.0	3204.0
K00772	2570.0	1164.0
K05780	28.0	32.0
K07102	1509.0	801.0
K22293	385.0	213.0
K02116	499.0	215.0
K01255	5777.5	3477.0
K09698	519.0	162.0
K16928	31.0	6.0
K17509	92.0	42.0
K00543	75.0	33.0
K03593	5311.0	3520.0
K00830	5086.0	2611.0
K13706	83.0	75.0
K17723	2130.0	649.0
K08963	6334.0	2322.0
K01644	2522.0	1283.0
K01776	1700.0	698.0
K01486	2670.0	1182.0
K11444	992.0	469.0
K14475	633.0	122.0
K00275	924.0	642.0
K01147	606.0	117.0
K15836	2068.0	725.0
K19169	111.0	46.0
K01438	4685.5	2093.0
K07705	142.0	77.0
K09694	444.0	438.0
K01341	183.0	44.0
K03119	2046.0	2035.0
K05592	5126.0	2197.0
K02996	1666.0	796.0
K12685	467.0	160.0
K02057	5407.0	2540.0
K03535	892.0	337.0
K14055	919.0	717.0
K14058	546.0	252.0
K07660	552.0	229.0
K00387	607.0	587.0
K19956	649.0	57.0
K17319	224.0	2.0
K01266	2810.0	1302.0
K16849	107.0	11.0
K01685	958.0	552.0
K00500	386.0	279.0
K18331	2056.0	282.0
K03353	128.0	47.0
K12262	488.0	319.0
K00346	1931.0	1195.0
K00033	4367.0	1719.0
K02049	1673.0	1266.0
K11991	2216.0	1038.0
K19658	194.0	120.0
K11206	2052.0	1153.0
K02357	2852.0	1430.0
K10408	443.0	200.0
K00971	2885.0	1221.0
K01666	1377.0	287.0
K11407	2379.0	1026.0
K00995	2932.0	1260.0
K13276	1357.0	294.0
K00973	4586.0	1932.0
K14998	425.0	309.0
K01866	4925.0	2319.0
K01823	1023.0	420.0
K12507	269.0	191.0
K03883	32.0	25.0
K03652	870.0	555.0
K09612	36.0	10.0
K00347	2764.0	1127.0
K07152	2733.0	1826.0
K02217	935.0	331.0
K16694	110.0	20.0
K01730	330.0	31.0
K06858	201.0	128.0
K03641	5960.0	3179.0
K02858	141.0	119.0
K04076	438.0	14.0
K13444	3881.0	818.0
K14403	242.0	72.0
K10909	156.0	90.0
K06925	1536.0	726.0
K00611	4143.0	1898.0
K00239	9903.0	4501.0
K03342	989.0	424.0
K09695	520.0	419.0
K03578	1992.0	890.0
K00606	3962.0	1942.0
K04110	925.0	670.0
K02052	1609.0	949.0
K07335	1342.0	582.0
K00694	411.5	167.0
K22169	189.0	315.0
K19171	158.0	63.0
K20035	2244.0	1289.0
K03931	425.0	148.0
K14449	668.0	518.0
K00161	3052.0	1907.5
K00298	175.0	32.0
K05807	1105.0	666.0
K01969	3434.0	2242.0
K10917	71.0	53.0
K06131	3709.0	1751.0
K09769	1746.0	859.0
K22474	34.0	34.0
K16011	2302.0	1338.0
K00588	994.0	605.0
K00374	1790.0	660.0
K07485	2320.0	604.0
K21900	179.0	149.0
K03809	1788.0	755.0
K00757	1114.0	366.0
K02653	7533.0	2511.0
K19055	1445.0	720.0
K02124	587.0	102.0
K05520	1134.0	344.0
K13019	472.0	165.0
K05571	585.0	226.0
K17218	2576.0	949.0
K13614	1103.0	471.0
K07752	2450.0	202.0
K00368	1136.0	1854.0
K13051	1316.0	753.0
K03642	1439.0	819.0
K01792	322.0	158.0
K10617	32.0	36.0
K07228	164.0	83.0
K22292	526.0	260.0
K05343	475.0	358.0
K08384	846.0	317.0
K06944	1767.0	394.0
K01705	1244.0	247.0
K01081	1588.3333333333333	800.8333333333334
K00102	3431.0	1776.0
K05303	254.0	115.0
K20034	1392.0	775.0
K04772	2079.0	1068.0
K03727	647.0	338.0
K07494	4613.0	2416.5
K02637	28.0	7.0
K02054	1066.0	676.5
K17225	782.0	831.0
K02118	2417.0	628.0
K09815	1802.0	982.0
K04764	906.0	318.0
K01251	7770.0	3411.0
K02485	1572.0	393.5
K02001	1282.5	1067.0
K02371	2130.0	918.0
K03366	1311.0	744.0
K13012	349.0	138.0
K01039	1345.0	842.0
K03560	1222.0	701.0
K15654	421.0	200.0
K02319	494.0	221.0
K18540	189.0	36.0
K11103	223.0	119.0
K14155	1277.0	540.0
K10978	47.0	6.0
K21977	27.0	4.0
K02342	3506.0	2398.0
K06881	2481.0	782.0
K16137	1136.0	978.0
K14415	6034.0	2462.0
K03710	1347.5	617.0
K02806	2234.0	756.0
K00285	2355.0	1635.0
K08344	339.0	462.0
K00997	1042.0	615.0
K04103	1149.0	529.0
K00375	2013.0	1591.0
K07085	1844.0	622.0
K02558	2643.0	1269.0
K05802	3113.0	1619.0
K07693	452.0	311.0
K15660	920.0	459.0
K09461	1170.0	1051.0
K10800	564.0	192.0
K09940	214.0	87.0
K02984	144.0	38.0
K01609	2908.0	1436.0
K19051	187.0	0.0
K02007	802.0	159.0
K06987	1591.0	824.0
K00505	214.0	149.0
K06076	3323.0	1047.0
K07146	505.0	356.0
K11178	1091.0	731.0
K00286	3718.0	1783.0
K01241	536.0	249.0
K06921	778.0	167.0
K03379	2171.0	1990.0
K21137	319.0	157.0
K07025	3097.0	1602.0
K18778	432.0	204.0
K18929	1757.0	1405.0
K02614	681.0	330.0
K00432	435.0	206.0
K07679	1634.0	684.0
K16904	288.0	99.0
K03630	3236.0	1427.0
K21498	1623.0	607.0
K04691	1051.0	629.0
K07159	184.0	78.0
K01062	97.0	55.0
K01673	2264.0	1881.0
K12661	435.0	143.0
K06346	714.0	285.0
K05350	1303.0	477.0
K19511	194.0	200.0
K03544	5088.0	2286.0
K06136	868.0	795.0
K02988	2304.0	1248.0
K00661	904.0	342.0
K05567	690.0	288.0
K01174	1605.0	1025.0
K01464	4160.0	2404.0
K03624	1619.0	832.0
K19302	1291.0	917.0
K00662	832.0	189.0
K09927	1504.0	712.0
K19067	65.0	29.0
K05982	869.0	375.0
K02946	1390.0	756.0
K00133	4661.0	2381.0
K07100	988.0	551.0
K01449	311.0	228.0
K00156	278.0	352.0
K03438	3748.0	1822.0
K16868	442.0	243.0
K05614	266.0	116.0
K00625	1438.0	689.0
K05565	799.0	243.0
K03549	245.0	187.0
K03192	306.0	117.0
K22174	7.0	2.0
K01060	628.0	66.0
K00305	280.0	372.0
K01213	179.0	18.0
K09136	1014.0	414.0
K00574	3278.0	1980.0
K03910	76.0	5.0
K01196	59.0	5.0
K05979	466.0	163.0
K16841	510.0	378.0
K16437	309.0	171.0
K11748	126.0	52.0
K12510	1415.0	964.0
K00245	1144.0	833.0
K00762	2406.0	1333.0
K00355	470.0	96.0
K08311	502.0	329.0
K00928	5337.0	2690.0
K06974	458.0	51.0
K00099	4396.0	1880.0
K11712	388.0	181.0
K06254	397.0	130.0
K00950	2320.5	1213.5
K00554	3417.5	1535.0
K17103	2927.0	1323.0
K01809	1724.0	489.0
K06947	55.0	61.0
K07477	238.0	139.0
K01974	940.0	262.0
K06857	1177.0	559.0
K03185	1850.0	1385.0
K00031	6399.0	3413.0
K07131	127.0	13.0
K00218	367.0	257.0
K00372	1797.0	1298.0
K00558	2805.0	1762.0
K21571	710.0	327.0
K03617	1896.0	472.0
K14591	84.0	18.0
K03846	26.0	4.0
K02493	3756.0	1907.0
K08721	33.0	14.0
K01209	3138.5	284.0
K02477	1071.0	662.0
K18308	145.0	54.0
K01243	401.0	295.0
K00333	5015.0	3011.0
K02452	618.0	295.0
K00146	719.0	730.5
K08745	69.0	46.0
K05340	362.0	104.0
K18944	30.0	12.0
K03232	51.0	26.0
K07017	687.0	329.0
K01046	719.0	351.0
K03216	848.0	579.0
K07502	1098.0	182.0
K21802	216.0	221.0
K18930	748.0	383.0
K07443	817.0	407.0
K15268	581.0	446.0
K00339	2008.0	1190.0
K00371	2841.0	2134.0
K09690	2260.0	955.0
K00957	1050.0	642.0
K01706	369.0	112.0
K02197	810.0	528.0
K18910	1201.0	236.0
K00392	2481.0	1444.0
K02347	2972.0	1232.0
K22074	674.0	489.0
K00943	2800.0	1230.0
K02495	3078.0	1534.0
K05829	427.0	253.0
K00322	760.0	578.0
K00207	149.0	60.0
K09122	1028.0	246.0
K17053	80.0	44.0
K00193	288.0	2.0
K01205	721.0	118.0
K08356	967.0	764.0
K03554	273.0	136.0
K01874	7447.0	3173.0
K05929	553.0	291.0
